a adir peso a	نزن ، سنگيني ، سنگ وزنه ، چيز سنگين ، سنگين کردن ، بار کردن
accesorio	فرعي ، هم دست ، اضافي ، الحاقي ، افزوده ، فرعي ، ملا زم ، ضميمه ، معاون ، يار ، کمک(د.- من.)فرع ، قسمت الحاقي ، صفت فرعي ، الت کوچک ، مکانيکي ، جزء (اجزاء) ، ابزار ، اسباب ، انب
accesorios	لوازم
acci	کنش,فعل,کردار,حقيقت,فرمان قانون,اعلاميه ، پيمان ، سرگذشت ، پرده نمابش(مثل پرده اول) ، کنش کردن ، کار کردن ، رفتار کردن ، اثر کردن ، بازي کردن ، نمايش دادن ، تقليد کردن ، مرتکب شدن ، به کار انداختن ، کنش ، اقدام ، کنش وري ، فعاليت ، کار ، چابکي ، زنده دلي ، اکتيوايي ، کردار ، کار ، قباله ، سند ، باقباله واگذار کردن ، سهم ، حصه ، بخش ، بهره ، قسمت ، بخش کردن ، سهم بردن ، قيچي کردن ، موجودي ، مايه ، سهام ، به موجودي افزودن
acci de gracias	سپاسگزاري ، شکر گزاري
accidental	تصادفي ، اتفاقي ، غير مترقبه ، عرضي(ارازي) ضمني ، عارضي ، غير اساسي ، پيش امدي
accidente	حادثه ، سانحه ، واقعه ناگوار ، مصيبت ناگهاني ، تصادف اتومبيل ، علا مت بد مرض ، صفت عرضي(ارازي) ، شيي ء ، علا مت سلا ح ، صرف ، عارضه صرفي ، اتفاقي ، تصادفي ، ضمني ، عارضه (در فلسفه) ، پيشامد ، بخت ، تصادف ، شانس ، فرصت ، مجال ، اتفاقي ، اتفاق افتادن  ، انطباق
accin aparte	نمايش فرعي بين دوپرده
accin ilegal	سوء استفاده از اختيار قانوني ، خطا
acciones	موجودي ، مايه ، سهام ، به موجودي افزودن
accionista	سهم دار ، صاحب سهم
accomadaci	همسازي ، تطابق ، جا ، منزل ، وسايل راحتي ، تطبيق ، موافقت ، سازش با مقتضيات محيط ، وام ، کمک ، مساعده
acebo	راج ، درخت راج ، خاص
aceder	دست يافتن ، رسيدن ، راه يافتن ، ناءل شدن ، نزديک شدن ، موافقت کردن ، رضايت دادن ، تن دردادن
acefalo	بي سر ، حيوان راسته ء بي سران
aceite	روغن ، چربي ، مرهم ، نفت ، مواد نفتي ، رنگ روغني ، نقاشي با رنگ روغني ، روغن زدن به ، روغن کاري کردن ، روغن ساختن
aceitoso	چرب ، روغني
aceituna	زيتون ، درخت زيتون ، رنگ زيتوني
aceler metro	شتاب سنج
aceleracin	شتاب ، افزايش سرعت ، تسريع
acelerador	شتاب دهنده ، شتاباننده ، تندکن ، شتابنده
acelerar	شتاباندن ، تسريع کردن ، تند کردن ، شتاب دادن ، بر سرعت (چيزي) افزودن ، تند شدن ، تندتر شدن ، تسريع کردن در ، پيش بردن ، شتابان
acento	تکيه ء صدا ، علا مت تکيه ء صدا(بدين شکل ') ، لهجه ، طرز قراءت ، تلفظ ، قوت ، تاکيد ، تشديد ، مد(مادد) ، صدا يا اهنگ اکسان(فرانسه) ، :با تکيه تلفظ کردن ، تکيه دادن ، تاکيد کردن ، اهميت دادن ، فشار ، تقلا ، قوت ، اهميت ، تاکيد ، مضيقه ، سختي ، پريشان کردن ، ماليات زيادبستن ، تاکيد کردن
acentuar	تکيه ء صدا ، علا مت تکيه ء صدا(بدين شکل ') ، لهجه ، طرز قراءت ، تلفظ ، قوت ، تاکيد ، تشديد ، مد(مادد) ، صدا يا اهنگ اکسان(فرانسه) ، :با تکيه تلفظ کردن ، تکيه دادن ، تاکيد کردن ، اهميت دادن ، با تکيه تلفظ کردن ، تکيه دادن ، تاکيد کردن ، اهميت دادن ، برجسته نمودن ، فشار ، تقلا ، قوت ، اهميت ، تاکيد ، مضيقه ، سختي ، پريشان کردن ، ماليات زيادبستن ، تاکيد کردن
aceptabilidad	پذيرفتگي ، قابليت پذيرش
aceptable	پذيرا ، پذيرفتني ، پسنديده ، قابل قبول ، مقبول
aceptacin	پذيرفتگي ، قابليت پذيرش ، پذيرش ، قبولي حواله ، حواله ء قبول شده ، پذيرش ، قبول معني عرف ، معني مصطلح
aceptado	پذيرفته ، مقبول
aceptador	پذيرنده
aceptar	قبول شدن ، پذيرفتن ، پسنديدن ، قبول کردن ، دوست داشتن ، مايل بودن ، دل خواستن ، نظير بودن ، بشکل يا شبيه (چيزي يا کسي) بودن ، مانند ، مثل ، قرين ، نظير ، همانند ، متشابه ، شبيه ، همچون ، بسان ، همچنان ، هم شکل ، هم جنس ، متمايل ، به تساوي ، شايد ، احتمالا ، في المثل ، مثلا ، همگونه
acer a	فولا د کاري ، کرخانه فولا د سازي ، ابزار پولا دين
acera	سنگفرش ، پياده رو ، کف خيابان ، پياده رو
acerbar	تند و تيز کردن ، ترش کردن ، تلخ و گس کردن
acerbidad	ترشي ، دبشي ، درشتي ، تندي
acerca	درباره ، گرداگرد ، پيرامون ، دور تا دور ، در اطراف ، نزديک ، قريب ، در حدود ، در باب ، راجع به ، در شرف ، در صدد ، با ، نزد ، در ، بهر سو ، تقريبا ، بالا تر ، فرمان عقب گرد
acerca	درباره ، گرداگرد ، پيرامون ، دور تا دور ، در اطراف ، نزديک ، قريب ، در حدود ، در باب ، راجع به ، در شرف ، در صدد ، با ، نزد ، در ، بهر سو ، تقريبا ، بالا تر ، فرمان عقب گرد
acercamiento	نزديکي ، شباهت زياد ، قريب بصحت ، تخمين
acercarse	جلو رفتن ، جلو بردن ، پيشرفت ، مساعده ، مشي ، نزديک شدن
acero	فولا د
acerrojar	پيچ ، توپ پارچه ، از جاجستن ، رها کردن ، :راست ، بطورعمودي ، مستقيما ، ناگهان
acertar	اصابت ، خوردن ، ضربت ، تصادف ، موفقيت ، نمايش يافيلم پرمشتري ، زدن ، خوردن به ، اصابت کردن به هدف زدن
acertijo	سوراخ سوراخ کردن ، غربال کردن ، سرند ، معما ، چيستان ، لغز ، رمز ، جدول معما ، گيج و سردر گم کردن ، تفسيريا بيان کردن
acesible	دستيابي پذيري
acetato	نمک جوهر سرکه ، استات
acetona	استون بفرمول.HC3HCOC
achacar	مقصر دانستن ، عيب جويي کردن از ، سرزنش کردن ، ملا مت کردن ، انتقادکردن ، گله کردن ، لکه دار کردن ، اشتباه ، گناه ، سرزنش ، نسبت دادن ، بستن ، اسناد کردن ، دادن ، تقسيم کردن ، متهم کردن
achaque	بيماري مزمن ، درد ، ناراحتي
achicar	کم کردن ، کاستن (از) ، تنزل دادن ، فتح کردن ، استحاله کردن ، مطيع کردن
achicoria	کاسني دشتي ، کاسني تلخ
acidez	حموضت ، اسيديته ، ترشي
acidez de est mago	دردياسوزش قلب ، سوزش معده ، حسدياخصومت ورزيدن
acidificar	اسيد کردن ، ترش کردن ، حامض کردن
acierto	موفقيت ، کاميابي
aclamaci	افرين ، تحسين ، احسنت ، تحسين و شادي ، اخذ راي زباني
aclamar	تحسين ، ادعا کردن ، افرين گفتن ، اعلا م کردن ، جارکشيدن ، ندا دادن ، هلهله يا فرياد کردن کف زدن ، خوشي ، فريادوهلهله افرين ، هورا ، دلخوشي دادن ، تشويق کردن ، هلهله کردن
aclaracin	روشني ، وضوح ، توضيح ، تعريف ، بيان ، شرح ، تعبير ، تفسير
aclarar	روشن کردن ، واضح کردن ، توضيح دادن ، اشکار ، زلا ل ، صاف ، صريح ، واضح ، : روشن کردن ، واضح کردن ، توضيح دادن ، صاف کردن ، تبرءه کردن ، فهماندن
aclimar	به اب و هواي جديد خو گرفتن ، مانوس شدن
aclimatar	به اب و هواي جديد خو گرفتن ، مانوس شدن ، خو دادن يا خو گرفتن(انسان) ، خو گرفتن(جانور و گياه به اب و هواي جديد)
aclimatizado	خو دادن يا خو گرفتن(انسان) ، خو گرفتن(جانور و گياه به اب و هواي جديد)
aclimatizar	به اب و هواي جديد خو گرفتن ، مانوس شدن ، خو دادن يا خو گرفتن(انسان) ، خو گرفتن(جانور و گياه به اب و هواي جديد)
acn	جوش صورت و پوست ، غرور جواني
acobardar	بوحشت انداختن ، ترساندن
acogedor	خودماني وصميمانه ، مثل خانه ، زشت ، فاقد جمال ، بدگل
acoger	سلا م ، درود ، برخورد ، تلا في ، درود گفتن,تبريک گفتن ،  گريه ، داد ، فرياد ، تاسف ، تاثر
acogida	احترام ، درود ، سلا م ، سلا م کننده ، احترام کننده ، تبريک ، تبريکات ، درود ، تهنيت ، پذيرايي ، مهماني ، پذيرش ، قبول ، برخورد
acometer	تجاوز کردن به ، شکستن ، نقض کردن ، هتک احترام کردن ، بي حرمت ساختن ، مختل کردن
acometida	دسترس ، دسترسي ، راه ، تقريب ، اجازه دخول ، راه دسترس ، مدخل ، وسيله حصول ، افزايش ، الحاق ، اضافه ، بروز مرض ، حمله ، اصابت ، دسترسي يا مجال مقاربت ، تقرب به خدا
acomodacin	همسازي ، تطابق ، جا ، منزل ، وسايل راحتي ، تطبيق ، موافقت ، سازش با مقتضيات محيط ، وام ، کمک ، مساعده
acomodador	راهنما ، راهنمايا کنترل سينما و غيره ، راهنمايي کردن ، يساولي کردن ، طليعه چيزي بودن
acomodar	همساز ، همساز کردن ، جا دادن ، منزل دادن ، وفق دادن با ، تطبيق نمودن ، تصفيه کردن ، اصلا ح کردن ، اماده کردن(براي) ، پول وام دادن(بکسي) ، سازوار کردن ، وفق دادن ، موافق بودن ، جور کردن ، درست کردن ، تعديل کردن ، در خور ، مقتضي ، شايسته ، خوراندن
acompa amiento	همراهي ، مشايعت ، ضميمه ، ساز يا اواز همراهي کننده
acompa ar	همراهي کردن ، همراه بودن(با) ، سرگرم بودن (با) ، مصاحبت کردن ، ضميمه کردن ، جفت کردن ، توام کردن ، دم گرفتن ، همراهي کردن ، صدا يا ساز راجفت کردن(با) ، هدايت کردن ، رفتار ، گاردمحافظ ، ملتزمين ، اسکورت ، نگهبان ، همراه ، بدرقه ، همراهي کردن(با)نگهباني کردن(از) ، اسکورت کردن
acompaante	همراهي کننده ، همراهي کننده با اواز يا سازي چون پيانو ، شخصي که همراه خانم هاي جوان ميرود ، نگهبان ياملا زم خانم هاي جوان ، نگهباني کردن ، همراه دختران جوان رفتن (براي حفاظت انها) ، اسکورت
acompanista	همراهي کننده ، همراهي کننده با اواز يا سازي چون پيانو
